Name_x,포지션,pit_G,GR,GF,CG,SHO,W,L,S,HD,ER,R_x,rRA,TBF,H_x,2B_x,3B_x,HR_x,BB_x,HP_x,IB_x,SO_x,ROE,BK,WP,ERA,RA9,FIP,WHIP,팀,pid,Sort▼_y,fid_G,fid_GS,fid_IP,PO,Ass,E,F%,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,연봉(만원),WAR,WAR당 연봉,팀_y,pit_GS,pit_IP
노경은,투수,153,153,13,0,0,17,10,2,68,60,63,72.45,707,149,23,3,14,68,8,9,136,6,0,11,6.48,3.58,8.5,2.6,SSG 랜더스,10203.0,0.0,74.0,0.0,83.0,6.0,8.0,1.0,93.3,1.52,0.0,0.0,52000,1.64,10340,SSG 랜더스,0.0,83.2
이용찬,투수,117,117,86,0,0,7,13,45,2,65,76,75.35,516,135,26,4,11,40,5,2,100,7,0,10,10.26,4.13,8.370000000000001,3.08,NC 다이노스,10217.0,0.0,60.0,0.0,61.0,7.0,9.0,1.0,94.1,2.36,0.0,0.0,80000,0.72,55281,NC 다이노스,0.0,54.1
이재학,투수,36,2,0,0,0,8,17,0,0,98,104,100.55,755,163,32,5,23,75,9,0,140,7,0,9,10.059999999999999,4.81,10.239999999999998,2.75,NC 다이노스,10220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000,1.16,17179,NC 다이노스,21.0,104.1
하준호,투수,14,14,6,0,0,0,1,0,0,8,11,11.0,76,19,1,0,0,11,5,2,6,1,0,4,13.15,6.23,12.02,4.85,KT 위즈,10304.0,0.0,12.0,0.0,13.0,0.0,2.0,0.0,100.0,1.38,0.0,0.0,9000,0.0,-2184339,KT 위즈,0.0,2.0
백정현,투수,35,2,1,0,0,13,10,0,0,93,100,96.9,779,204,34,4,19,57,1,3,117,5,1,5,9.620000000000001,3.93,9.36,2.96,삼성 라이온즈,10363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000,3.09,12953,삼성 라이온즈,15.0,78.2
오승환,투수,116,115,91,0,0,7,14,57,4,54,62,72.35,526,132,28,3,18,33,5,4,86,8,0,5,8.36,3.73,9.899999999999999,2.84,삼성 라이온즈,10367.0,0.0,116.0,1.0,117.2,5.0,17.0,0.0,100.0,3.28,0.0,0.0,180000,0.77,182641,삼성 라이온즈,0.0,55.0
김상수,투수,141,141,17,0,0,12,6,3,35,52,62,63.95,540,116,18,2,6,47,8,2,92,11,1,7,7.2700000000000005,3.81,8.11,2.59,롯데 자이언츠,10427.0,0.0,136.0,0.0,125.2,3.0,18.0,2.0,87.5,2.92,0.0,0.0,27000,1.58,6951,롯데 자이언츠,0.0,73.2
문성현,투수,74,74,19,0,0,3,4,3,4,42,44,47.8,323,80,9,2,5,45,4,2,52,3,0,4,11.02,5.08,10.309999999999999,3.68,키움 히어로즈,10437.0,0.0,70.0,0.0,66.2,4.0,4.0,0.0,100.0,2.29,0.0,0.0,14500,-0.02,-301722,키움 히어로즈,0.0,38.1
임창민,투수,111,111,39,0,0,4,3,27,29,37,42,42.8,462,111,16,0,7,47,4,5,90,6,0,5,6.49,3.09,8.09,3.12,키움 히어로즈,10452.0,0.0,51.0,0.0,46.2,2.0,2.0,0.0,100.0,0.77,0.0,0.0,30000,1.26,7923,키움 히어로즈,0.0,54.1
장시환,투수,68,68,9,0,0,4,4,1,9,32,40,37.8,309,66,10,1,4,43,5,1,52,6,0,3,8.51,3.38,9.92,3.21,한화 이글스,10453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48000,0.52,53948,한화 이글스,0.0,33.1
우규민,투수,101,101,19,0,0,7,2,1,17,35,39,41.15,369,102,16,2,4,7,5,0,67,5,0,0,7.3,5.23,6.14,2.53,삼성 라이온즈,10523.0,0.0,44.0,0.0,43.1,1.0,5.0,1.0,0.0,1.25,0.0,0.0,47000,0.15,164780,삼성 라이온즈,0.0,43.1
이승현,투수,120,120,17,0,0,10,6,1,23,54,60,66.6,529,136,26,3,11,38,3,1,93,6,0,4,8.08,4.35,8.42,2.8899999999999997,삼성 라이온즈,10527.0,0.0,60.0,0.0,60.0,4.0,4.0,0.0,100.0,1.2,0.0,0.0,29000,0.55,21832,삼성 라이온즈,0.0,60.1
정찬헌,투수,18,0,1,1,0,2,10,0,0,52,54,52.8,369,97,17,3,7,16,3,1,40,3,0,0,12.629999999999999,5.0,10.32,2.98,키움 히어로즈,10533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000,1.27,7905,키움 히어로즈,4.0,16.0
최동환,투수,71,71,22,0,0,0,1,1,3,32,36,38.2,294,77,17,0,5,26,3,2,34,6,0,0,10.14,3.83,10.45,3.3899999999999997,LG 트윈스,10535.0,0.0,68.0,0.0,64.1,5.0,8.0,0.0,100.0,4.14,0.0,0.0,23500,0.52,20064,LG 트윈스,0.0,22.0
이태양,투수,60,47,9,0,0,3,5,0,2,48,57,62.7,470,117,28,6,11,23,3,2,74,10,0,1,14.8,3.95,13.03,3.25,한화 이글스,10609.0,0.0,50.0,12.0,100.1,6.0,13.0,0.0,100.0,1.7,0.0,0.0,116000,1.44,45702,한화 이글스,1.0,9.1
장민재,투수,51,38,15,0,0,4,9,0,1,47,56,60.3,446,125,20,2,14,29,6,2,78,4,0,10,7.93,6.0,9.24,3.29,한화 이글스,10610.0,0.0,26.0,0.0,29.0,1.0,1.0,0.0,0.0,0.62,0.0,0.0,26500,0.05,223567,한화 이글스,0.0,29.0
임찬규,투수,55,5,1,0,0,24,9,0,2,112,121,115.85,1209,286,51,3,22,96,10,2,239,10,1,2,7.25,3.92,7.95,2.74,LG 트윈스,10652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000,3.4,4999,LG 트윈스,24.0,134.0
김대우,투수,76,70,18,0,0,0,2,0,9,53,61,63.099999999999994,434,108,18,1,11,31,6,3,72,6,0,2,10.0,5.2,9.21,2.87,삼성 라이온즈,10685.0,0.0,74.0,6.0,98.1,3.0,12.0,3.0,84.6,2.6,0.0,0.0,17000,0.29,23829,삼성 라이온즈,1.0,34.1
김강률,투수,85,85,7,0,0,3,2,2,19,26,30,22.200000000000003,302,64,10,0,3,33,4,0,54,3,0,3,7.21,4.91,8.64,2.84,두산 베어스,10690.0,0.0,52.0,0.0,42.0,4.0,5.0,0.0,0.0,1.93,0.0,0.0,35000,0.4,50245,두산 베어스,0.0,42.0
홍건희,투수,129,129,58,0,0,5,8,31,16,39,50,53.95,541,122,16,4,9,57,5,7,107,5,0,13,5.79,4.09,8.4,2.96,두산 베어스,10696.0,0.0,128.0,0.0,120.30000000000001,2.0,19.0,3.0,80.0,3.1399999999999997,0.0,0.0,60000,0.84,35541,두산 베어스,0.0,59.1
김대유,투수,78,78,9,0,0,0,2,0,12,37,38,41.45,232,61,6,1,6,20,8,1,46,1,0,1,13.39,5.47,9.66,3.26,KIA 타이거즈,10706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000,-0.03,-620023,KIA 타이거즈,0.0,25.0
양현,투수,72,72,16,0,0,0,6,0,10,43,49,54.0,326,104,11,2,9,26,1,1,26,6,1,0,12.67,6.0,12.65,3.8200000000000003,키움 히어로즈,10730.0,0.0,54.0,0.0,57.0,3.0,11.0,0.0,100.0,2.21,0.0,0.0,17500,-0.56,-15256,키움 히어로즈,0.0,13.0
이우찬,투수,80,79,9,0,0,4,5,0,11,48,50,46.25,329,77,10,1,3,48,3,0,61,6,2,8,12.34,3.52,9.28,3.52,LG 트윈스,10749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500,0.78,15421,LG 트윈스,1.0,33.2
문승원,투수,112,100,41,0,0,11,9,21,15,91,100,100.2,744,205,34,1,22,59,7,4,118,11,0,5,9.73,5.74,10.0,3.17,SSG 랜더스,10783.0,0.0,111.0,12.0,165.0,8.0,30.0,1.0,96.4,3.96,0.0,0.0,88000,0.78,89613,SSG 랜더스,0.0,60.0
서진용,투수,120,120,64,0,0,5,5,42,6,50,56,63.55,536,115,17,1,8,75,4,8,102,4,0,9,8.14,2.71,9.36,3.19,SSG 랜더스,10784.0,0.0,69.0,0.0,73.0,1.0,4.0,0.0,100.0,0.62,0.0,0.0,71500,2.84,9330,SSG 랜더스,0.0,47.0
임준섭,투수,65,65,13,0,0,0,2,0,6,31,36,33.099999999999994,211,56,8,1,1,30,4,1,29,1,0,2,13.73,6.89,11.49,3.96,SSG 랜더스,10795.0,0.0,39.0,0.0,32.2,1.0,2.0,0.0,100.0,0.83,0.0,0.0,8000,-0.12,-33228,SSG 랜더스,0.0,11.1
한승혁,투수,91,84,8,0,0,5,8,0,20,61,66,66.0,465,111,16,1,5,59,9,2,92,4,0,10,11.47,6.69,9.15,3.51,한화 이글스,10812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11100,-0.26,-23712,한화 이글스,0.0,62.2
김원중,투수,119,119,89,0,0,8,12,55,0,46,51,58.0,542,110,13,3,6,56,6,10,150,3,0,8,6.52,3.39,6.01,2.61,롯데 자이언츠,10825.0,0.0,117.0,0.0,126.30000000000001,7.0,13.0,1.0,100.0,2.83,0.0,0.0,75200,1.36,18560,롯데 자이언츠,0.0,63.1
최성훈,투수,33,33,1,0,0,0,1,1,3,15,15,16.200000000000003,78,21,3,0,1,10,1,1,12,0,0,2,21.92,15.0,8.56,4.4399999999999995,LG 트윈스,10851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23000,-0.18,-73985,LG 트윈스,0.0,13.0
한현희,투수,95,72,8,0,0,11,15,0,11,107,114,110.05,818,215,38,5,18,68,21,2,144,6,0,10,10.64,5.97,9.35,3.13,롯데 자이언츠,10863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000,0.95,21134,롯데 자이언츠,5.0,76.1
김태훈,투수,198,198,44,0,0,15,16,6,45,123,132,121.25,837,197,44,5,22,105,10,9,117,8,1,4,30.26,29.6,29.200000000000003,8.88,삼성 라이온즈,10871.0,0.0,198.0,0.0,176.9,13.0,35.0,1.0,400.0,9.9,0.0,0.0,89000,-0.62,-28892,삼성 라이온즈,0.0,52.1
임기영,투수,101,98,12,0,0,10,6,3,18,59,64,68.15,542,117,20,3,14,36,7,2,93,6,1,2,9.27,3.18,9.4,2.62,KIA 타이거즈,10909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000,1.54,9740,KIA 타이거즈,3.0,45.2
박준표,투수,41,41,5,0,0,1,0,0,4,18,20,22.55,147,38,5,1,3,12,1,1,17,2,0,1,10.5,5.14,9.559999999999999,3.49,KIA 타이거즈,11070.0,0.0,33.0,0.0,28.0,0.0,5.0,0.0,100.0,1.61,0.0,0.0,18500,0.01,947158,KIA 타이거즈,0.0,6.0
함덕주,투수,72,72,10,0,0,4,1,4,19,17,19,17.95,276,45,9,2,3,29,3,1,67,3,0,0,7.0200000000000005,1.94,9.34,2.6799999999999997,LG 트윈스,11094.0,0.0,14.0,0.0,11.2,0.0,3.0,0.0,0.0,2.31,0.0,0.0,30000,2.35,4250,LG 트윈스,0.0,11.2
윤대경,투수,54,54,11,0,0,5,1,0,2,22,27,26.15,239,46,12,1,5,25,7,1,35,2,0,2,13.02,3.4,11.309999999999999,3.2399999999999998,한화 이글스,11110.0,0.0,47.0,0.0,47.2,1.0,6.0,0.0,100.0,1.32,0.0,0.0,20000,1.08,8310,한화 이글스,0.0,7.2
이충호,투수,14,14,2,0,0,0,0,0,0,10,10,11.7,54,16,1,0,2,8,1,0,10,0,0,0,13.209999999999999,9.35,11.69,4.96,한화 이글스,11116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6600,-0.1,-32240,한화 이글스,0.0,2.1
이형범,투수,39,39,9,0,0,1,1,0,3,33,40,44.6,217,66,14,0,4,19,8,1,22,4,0,2,14.309999999999999,7.48,11.559999999999999,4.08,두산 베어스,11159.0,0.0,37.0,0.0,42.2,6.0,2.0,2.0,60.0,3.98,0.0,0.0,14000,-0.62,-11363,두산 베어스,0.0,15.0
원종현,투수,24,24,1,0,0,1,1,0,6,14,18,15.75,105,28,9,1,3,8,1,1,21,2,0,4,10.7,7.71,8.33,3.46,키움 히어로즈,11161.0,0.0,24.0,0.0,21.4,2.0,2.0,0.0,100.0,1.93,0.0,0.0,100000,-0.17,-301827,키움 히어로즈,0.0,3.2
장현식,투수,131,131,23,0,0,7,6,3,21,56,67,63.849999999999994,557,133,24,0,14,60,3,3,119,6,0,5,8.0,4.59,9.04,3.0999999999999996,KIA 타이거즈,11164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000,0.25,76665,KIA 타이거즈,0.0,75.1
김진성,투수,151,151,20,0,0,8,4,5,48,48,51,61.3,564,103,16,2,19,49,7,3,130,5,0,2,6.15,2.18,9.07,2.16,LG 트윈스,11166.0,0.0,70.0,0.0,70.1,4.0,5.0,1.0,0.0,1.15,0.0,0.0,40000,2.03,9842,LG 트윈스,0.0,70.1
임정호,투수,130,130,17,0,0,5,10,2,24,53,62,59.25,459,105,17,2,6,42,7,3,95,9,1,4,9.1,5.4,7.64,2.8,NC 다이노스,11168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500,0.18,49071,NC 다이노스,0.0,55.0
이상민,투수,60,60,10,0,0,4,2,1,9,30,30,26.9,204,63,8,1,4,9,4,0,29,0,0,2,12.4,8.5,8.36,3.17,삼성 라이온즈,11169.0,0.0,59.0,0.0,48.0,2.0,2.0,0.0,100.0,1.8,0.0,0.0,14000,-0.2,-37130,삼성 라이온즈,0.0,30.0
윤호솔,투수,11,11,3,0,0,0,0,0,0,3,3,3.15,41,7,1,0,0,11,0,0,9,0,0,0,6.6000000000000005,2.45,10.7,4.41,LG 트윈스,11170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15700,0.04,248452,LG 트윈스,0.0,4.1
하영민,투수,85,57,7,0,0,12,9,0,5,100,118,117.65,918,235,41,10,12,83,6,3,152,15,0,13,9.01,6.19,8.31,3.26,키움 히어로즈,11222.0,0.0,57.0,0.0,52.1,1.0,11.0,3.0,80.0,2.06,0.0,0.0,14500,-0.44,-14749,키움 히어로즈,28.0,150.1
이인복,투수,18,5,1,0,0,1,7,0,0,59,67,66.69999999999999,327,103,21,3,13,23,8,1,35,7,0,8,16.03,8.64,12.89,3.8,롯데 자이언츠,11232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24500,-0.27,-53772,롯데 자이언츠,6.0,33.0
박민호,투수,29,29,9,0,0,2,0,0,0,13,17,20.1,145,39,4,0,4,8,4,1,14,2,0,0,5.66,2.7,10.07,2.91,SSG 랜더스,11236.0,0.0,19.0,0.0,22.2,0.0,1.0,0.0,0.0,0.4,0.0,0.0,15500,0.24,39923,SSG 랜더스,0.0,22.2
이건욱,투수,37,34,11,0,0,2,2,0,0,33,38,41.0,275,65,11,0,5,40,4,2,48,4,0,5,13.459999999999999,3.03,11.879999999999999,4.03,SSG 랜더스,11242.0,0.0,27.0,1.0,38.2,1.0,5.0,1.0,85.7,1.4,0.0,0.0,9200,0.6,5130,SSG 랜더스,2.0,19.0
조이현,투수,34,21,6,0,0,3,3,0,1,54,56,59.349999999999994,354,114,25,2,12,16,3,1,36,2,1,2,12.99,6.94,10.82,3.49,KT 위즈,11284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500,-0.29,-22442,KT 위즈,9.0,40.0
구승민,투수,133,133,15,0,0,7,9,3,35,59,69,75.55000000000001,568,133,18,0,10,64,11,1,128,7,0,9,8.8,4.52,8.56,3.27,롯데 자이언츠,11291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69860,0.9,27634,롯데 자이언츠,0.0,57.2
박정수,투수,54,53,18,0,0,2,2,1,4,34,40,42.599999999999994,302,75,16,1,3,30,8,1,50,1,0,4,9.33,5.4,8.82,3.19,두산 베어스,11300.0,0.0,53.0,1.0,65.4,2.0,9.0,1.0,100.0,2.82,0.0,0.0,10000,0.05,99144,두산 베어스,1.0,29.2
이준영,투수,120,120,9,0,0,5,0,0,19,27,33,34.8,309,63,11,1,5,40,4,5,63,7,0,1,7.07,3.21,8.7,3.0,KIA 타이거즈,11303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000,0.68,20735,KIA 타이거즈,0.0,35.0
고영표,투수,46,2,1,0,0,18,15,0,0,109,118,117.15,1162,322,54,9,13,33,20,1,193,10,1,8,7.73,2.94,6.9,2.7,KT 위즈,11308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243000,5.91,7279,KT 위즈,17.0,100.0
박세웅,투수,57,0,0,0,0,15,18,0,0,151,173,164.9,1416,333,57,0,21,115,15,1,253,21,0,20,8.23,4.09,8.120000000000001,2.73,롯데 자이언츠,11310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285000,4.63,32381,롯데 자이언츠,30.0,173.1
심재민,투수,33,27,7,1,0,3,1,0,6,20,23,23.2,218,57,6,0,2,18,1,1,29,4,0,1,25.46,26.05,9.620000000000001,6.42,롯데 자이언츠,11311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16600,1.03,8054,롯데 자이언츠,0.0,0.0
김민수,투수,89,89,11,0,0,5,4,0,15,57,66,64.25,416,101,18,7,9,38,1,2,79,8,0,3,12.120000000000001,6.92,9.47,3.13,KT 위즈,11317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41000,-0.18,-138189,KT 위즈,0.0,81.1
엄상백,투수,49,1,0,0,0,20,16,0,0,130,134,130.55,1129,264,42,7,32,71,9,0,248,5,0,3,8.51,3.71,7.970000000000001,2.4699999999999998,KT 위즈,11318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000,2.91,6878,KT 위즈,29.0,156.2
주권,투수,90,86,21,0,0,2,3,0,5,66,71,77.95,459,127,21,3,11,30,5,2,48,4,0,0,11.07,4.4,10.33,2.98,KT 위즈,11323.0,0.0,48.0,1.0,58.0,5.0,12.0,1.0,0.0,2.64,0.0,0.0,49500,0.15,197607,KT 위즈,1.0,58.0
류진욱,투수,120,120,14,0,0,3,5,0,32,43,49,50.849999999999994,462,93,10,2,5,51,3,1,99,6,0,8,7.890000000000001,2.55,7.92,2.77,NC 다이노스,11355.0,0.0,119.0,0.0,109.1,8.0,19.0,1.0,100.0,4.49,0.0,0.0,24000,2.36,3182,NC 다이노스,0.0,42.1
최원태,투수,50,1,0,0,0,18,14,0,0,130,139,134.85,1186,275,37,2,22,103,12,2,221,12,0,11,14.21,10.45,12.530000000000001,4.31,LG 트윈스,11379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000,3.2,10921,LG 트윈스,23.0,126.2
채지선,투수,9,9,3,0,0,0,0,0,0,10,10,10.0,52,14,4,2,0,11,0,0,6,0,0,4,32.260000000000005,20.26,26.57,9.0,LG 트윈스,11387.0,0.0,6.0,0.0,4.800000000000001,2.0,0.0,0.0,200.0,6.76,0.0,0.0,18700,-0.02,-201036,NC 다이노스,0.0,3.0
장필준,투수,18,15,5,0,0,1,1,0,1,22,22,22.15,102,33,6,3,2,12,2,0,11,0,0,1,107.89999999999999,7.91,10.100000000000001,17.07,삼성 라이온즈,11404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,-0.26,-30359,삼성 라이온즈,0.0,0.1
김민우,투수,15,0,0,0,0,2,6,0,0,43,46,45.5,292,72,16,2,8,34,2,0,56,3,0,5,9.16,7.49,9.95,2.85,한화 이글스,11410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39500,-0.46,-49756,한화 이글스,3.0,12.1
김범수,투수,115,115,11,0,0,5,5,1,22,49,53,60.9,440,97,12,0,14,53,8,6,90,6,0,7,9.48,4.76,11.370000000000001,3.12,한화 이글스,11411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33400,0.17,84338,한화 이글스,0.0,34.0
주현상,투수,120,120,60,0,0,10,6,23,14,34,35,39.7,495,87,14,3,11,23,4,1,109,1,0,1,4.609999999999999,1.96,7.1,1.68,한화 이글스,11415.0,0.0,62.0,0.0,71.1,2.0,10.0,0.0,0.0,1.51,0.0,0.0,16800,2.21,2621,한화 이글스,0.0,71.1
김재윤,투수,124,124,68,0,0,9,13,43,25,49,58,59.300000000000004,546,112,14,3,15,38,2,10,111,9,0,5,6.6899999999999995,2.88,8.09,2.2800000000000002,KT 위즈,11489.0,0.0,124.0,0.0,131.2,6.0,17.0,1.0,92.3,3.1399999999999997,0.0,0.0,76000,2.05,17519,KT 위즈,0.0,66.0
윌커슨,투수,45,0,1,1,1,19,10,0,0,104,118,116.3,1143,277,52,5,21,47,4,0,248,18,1,6,6.1,3.16,6.23,2.3,롯데 자이언츠,12295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000,3.03,8248,롯데 자이언츠,32.0,196.2
김대현,투수,42,42,10,0,0,2,0,1,1,25,26,29.65,177,41,8,1,7,20,3,0,33,1,0,6,16.200000000000003,13.5,13.83,4.46,LG 트윈스,12532.0,0.0,40.0,0.0,38.1,0.0,1.0,0.0,0.0,0.26,0.0,0.0,11900,-0.08,-73558,LG 트윈스,0.0,35.0
전상현,투수,130,130,24,0,0,18,8,8,32,44,52,55.0,522,105,15,2,6,46,6,5,104,5,0,5,6.24,3.07,7.4799999999999995,2.44,KIA 타이거즈,12537.0,0.0,66.0,0.0,66.0,2.0,6.0,1.0,0.0,1.09,0.0,0.0,30500,1.44,9370,KIA 타이거즈,0.0,66.0
최성영,투수,42,25,7,0,0,7,4,1,1,66,74,72.8,521,142,25,2,13,49,5,0,67,5,0,1,10.65,5.0,10.52,3.4,NC 다이노스,12565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15500,0.94,7686,NC 다이노스,4.0,46.2
이영하,투수,95,94,13,0,0,10,7,2,9,53,61,67.0,482,102,18,4,6,57,6,2,87,10,0,9,9.48,6.18,9.04,3.05,두산 베어스,12568.0,0.0,56.0,1.0,65.1,4.0,6.0,2.0,0.0,1.38,0.0,0.0,22000,-0.31,-38465,두산 베어스,1.0,65.1
박세진,투수,22,22,6,0,0,0,1,0,1,7,12,13.850000000000001,91,22,3,0,1,18,0,0,12,4,0,2,7.24,6.17,12.04,4.550000000000001,KT 위즈,12572.0,0.0,6.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800,-0.01,-378608,KT 위즈,0.0,5.1
김승현,투수,24,24,9,0,0,1,0,0,0,14,18,17.95,142,34,7,1,4,17,1,0,18,3,0,1,8.26,4.26,11.96,3.33,KIA 타이거즈,12637.0,0.0,14.0,0.0,18.0,0.0,3.0,2.0,0.0,1.5,0.0,0.0,8600,0.13,35693,KIA 타이거즈,0.0,18.0
김강현,투수,28,28,11,0,0,0,0,0,0,11,14,14.7,136,29,4,0,2,20,3,1,24,3,0,3,6.55,3.0,12.05,2.8200000000000003,롯데 자이언츠,12699.0,0.0,24.0,0.0,25.1,3.0,5.0,0.0,0.0,2.84,0.0,0.0,6200,0.06,47010,롯데 자이언츠,0.0,25.1
김명신,투수,105,105,10,0,0,5,4,1,28,66,68,74.15,502,135,25,0,11,35,8,3,90,4,0,4,13.02,3.87,9.57,3.42,두산 베어스,12847.0,0.0,32.0,0.0,32.2,2.0,3.0,0.0,0.0,1.38,0.0,0.0,37000,0.95,15275,두산 베어스,0.0,32.2
박치국,투수,114,114,24,0,0,7,6,3,14,55,56,60.5,458,113,15,2,11,39,15,2,83,3,1,3,9.969999999999999,3.76,9.59,3.02,두산 베어스,12850.0,0.0,110.0,0.0,100.2,3.0,11.0,1.0,100.0,2.54,0.0,0.0,23500,0.5,20931,두산 베어스,0.0,48.0
최원준,투수,50,6,1,0,0,9,17,0,0,138,139,128.85,955,244,57,3,32,62,22,1,143,5,0,2,11.39,5.02,10.64,2.8200000000000003,두산 베어스,12852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58000,1.23,26893,두산 베어스,24.0,110.0
양지율,투수,22,22,2,0,0,0,2,0,3,14,14,12.3,89,17,4,0,1,16,2,0,9,0,0,0,19.77,13.5,16.69,7.55,키움 히어로즈,12854.0,0.0,20.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,-0.02,-188477,키움 히어로즈,0.0,18.2
김재웅,투수,93,93,12,0,0,2,5,6,25,37,38,37.5,357,80,14,1,4,36,1,2,65,5,0,1,7.64,4.37,8.42,2.8600000000000003,키움 히어로즈,12858.0,0.0,92.0,0.0,82.4,1.0,13.0,0.0,100.0,3.26,0.0,0.0,41000,1.25,17538,키움 히어로즈,0.0,23.2
오석주,투수,26,26,11,0,0,1,1,0,0,28,28,27.15,136,40,6,1,2,14,3,1,27,1,0,4,17.419999999999998,6.3,8.81,3.79,LG 트윈스,12860.0,0.0,25.0,0.0,27.0,0.0,2.0,0.0,0.0,1.06,0.0,0.0,7700,-0.02,-151073,LG 트윈스,0.0,17.0
박상원,투수,120,120,49,0,0,8,6,18,16,59,73,76.0,555,120,27,3,4,51,10,4,122,8,0,10,8.24,5.11,6.85,2.6799999999999997,한화 이글스,12871.0,0.0,119.0,0.0,127.4,5.0,17.0,2.0,94.4,3.16,0.0,0.0,32800,-0.18,-75459,한화 이글스,0.0,66.2
문용익,투수,26,26,11,0,0,1,0,0,0,29,33,34.05,158,31,5,0,2,34,4,0,29,3,0,7,16.33,4.15,12.36,4.1899999999999995,삼성 라이온즈,12885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12600,0.23,26998,삼성 라이온즈,0.0,17.0
김진호,투수,21,21,2,0,0,2,1,0,9,7,7,8.0,85,18,2,0,0,12,1,0,25,0,0,3,10.469999999999999,2.76,6.21,3.67,NC 다이노스,12897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000,0.38,15704,NC 다이노스,0.0,2.1
김태현,투수,27,27,11,0,0,1,0,0,0,18,23,24.2,140,31,5,1,7,20,1,0,17,4,0,1,11.629999999999999,5.75,15.79,3.58,NC 다이노스,12898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000,0.03,100147,NC 다이노스,0.0,10.0
손주영,투수,31,2,0,0,0,10,10,0,1,66,78,73.14999999999999,683,169,16,0,11,60,10,0,117,12,1,6,8.98,7.27,9.09,3.54,LG 트윈스,12908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8400,-0.08,-50109,LG 트윈스,27.0,144.2
유승철,투수,6,6,2,0,0,0,0,0,0,3,3,1.8,27,3,1,0,0,8,0,0,4,0,0,2,5.4,0.0,13.49,3.0,KIA 타이거즈,12914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7400,0.04,96829,KIA 타이거즈,0.0,5.0
